machine_id,type_of_failure,timestamp,time_repair,cost,criticality,humid,temp,label
66,4,1590451200,"0,335","0,244","0,347",50,77,0
49,6,1579478400,"0,269","0,311","0,376",7,149,0
30,3,1604534400,"0,323","0,24","0,335",70,124,0
37,4,1589414400,"0,8587837226","-0,448","0,792",70,92,1
50,7,1601337600,"0,3716990261","0,455","0,487",45,141,0
68,7,1577923200,"0,2486989198","0,422","0,526",27,41,0
14,10,1609027200,"0,243","0,117","0,348",66,41,0
73,8,1595721600,"0,7562519352","0,796","0,766",41,94,1
79,8,1586390400,"0,2035857169","0,646","0,506",18,51,0
3,8,1596585600,"0,2741739781","0,54","0,448",80,119,0
56,10,1608595200,"0,083","0,277","0,247",20,30,0
42,7,1583539200,"0,3406792274","0,286","0,498",22,85,0
51,7,1584835200,"0,1","0,292","0,319",35,140,0
45,8,1605052800,"0,228","0,191","0,269",32,91,0
22,10,1580169600,"0,9149959567","0,611","0,764",34,128,1
1,6,1586044800,"0,9611058025","0,847","0,781",18,54,1
12,4,1581120000,"0,3551733538","0,392","0,548",73,43,0
53,1,1592611200,"0,2508327542","0,687","0,538",85,99,0
15,4,1599696000,"0,263","0,556","0,279",5,31,0
21,9,1581465600,"0,3980027157","0,68","0,707",58,33,1
39,5,1600560000,"0,9545459515","1,149","0,752",9,70,1
55,2,1602720000,"0,151","0,17","0,268",80,133,0
9,8,1580342400,"0,089","0,156","0,255",41,134,0
81,2,1586822400,"0,2916240562","0,534","0,509",24,102,0
14,1,1595721600,"0,172","0,218","0,368",36,109,0
25,5,1597363200,"0,118","0,228","0,272",46,57,0
61,8,1593129600,"0,203","0,31","0,384",83,126,0
85,2,1582156800,"0,248","0,2","0,267",44,36,0
80,7,1581552000,"0,2466797345","0,49","0,465",26,72,0
37,8,1587254400,"0,6603972079","0,358","0,742",61,32,1
56,3,1581033600,"0,298","0,48","0,326",81,67,0
10,5,1580256000,"0,118","0,288","0,36",39,120,0
6,10,1579478400,"0,557390318","0,608","0,697",61,96,0
97,4,1589155200,"0,3169837889","0,357","0,454",14,136,0
63,8,1595721600,"0,4706378986","0,147","0,804",36,139,1
13,7,1605830400,"0,064","0,493","0,303",15,146,0
13,4,1605225600,"0,4637427163","0,288","0,779",6,140,1
33,9,1579996800,"0,7412005529","0,21","0,758",80,38,1
91,6,1582675200,"0,119","0,253","0,321",81,42,0
26,5,1593216000,"-0,001","0,301","0,209",23,132,0
12,7,1601769600,"0,6016280212","0,503","0,645",69,45,0
58,10,1606348800,"0,3032632185","0,636","0,402",63,129,0
76,7,1600905600,"0,2337688041","0,482","0,657",64,127,0
9,1,1590192000,"0,102","0,023","0,255",84,26,0
25,9,1590969600,"0,096","0,254","0,232",36,101,0
7,1,1596499200,"0,2922564718","0,441","0,545",61,37,0
59,4,1583798400,"0,243","0,244","0,244",41,94,0
73,7,1585872000,"0,2815635114","0,489","0,561",37,77,0
19,2,1593043200,"0,2127759703","0,827","0,764",7,145,1
29,7,1604707200,"0,415897462","0,612","0,797",39,24,1
85,7,1593302400,"0,3101219745","0,623","0,519",29,149,0
36,1,1601596800,"0,1843555592","0,628","0,774",60,138,1
69,4,1600300800,"0,221","0,207","0,24",43,142,0
94,10,1599782400,"0,065","0,295","0,207",15,115,0
48,5,1584748800,"0,182","0,365","0,31",19,85,0
79,3,1591920000,"0,2954041746","0,484","0,518",73,81,0
43,1,1601424000,"0,3546896007","0,399","0,48",67,102,0
30,7,1581292800,"0,2711829304","0,565","0,551",28,62,0
37,3,1609286400,"0,7950438176","0,192","0,77",57,131,1
13,3,1577836800,"0,3044107343","0,679","0,479",7,129,0
72,7,1601596800,"0,3146958863","0,47","0,556",9,54,0
92,9,1579046400,"0,344532598","0,53","0,513",80,76,0
62,2,1599264000,"0,362451891","0,477","0,448",47,135,0
86,3,1591228800,"0,2872482369","0,644","0,535",50,82,0
59,8,1589846400,"0,183","0,317","0,293",24,128,0
89,2,1579737600,"0,3050463291","0,426","0,463",66,57,0
64,2,1596844800,"0,4394899608","0,537","0,66",42,91,0
28,6,1600646400,"0,229","0,274","0,336",66,51,0
55,8,1597968000,"0,3405100624","0,642","0,475",34,97,0
16,10,1609372800,"0,297123089","0,536","0,53",18,31,0
